id_direccion,id_calle,numero_puerta
1895,42,8963
1896,45,4351
1897,139,1311
1898,142,9455
1899,149,8521
1900,62,7109
1901,89,6631
1902,162,3588
1903,167,5948
1904,20,2662
1905,15,6651
1906,99,1938
1907,144,3507
1908,96,5360
1909,3,8854
1910,36,35
1911,106,663
1912,9,3150
1913,187,1175
1914,53,1575
1915,104,2668
1916,86,6572
1917,69,2437
1918,37,7356
1919,103,3920
1920,175,3437
1921,106,802
1922,135,5302
1923,103,3015
1924,96,689
1925,56,6847
1926,184,5525
1927,57,2422
1928,174,7127
1929,175,8828
1930,172,7775
1931,174,7361
1932,72,9496
1933,12,7361
1934,80,268
1935,174,8751
1936,118,2904
1937,104,4024
1938,49,4213
1939,106,4732
1940,19,1990
1941,46,7394
1942,137,2001
1943,107,6356
1944,19,2389
1945,162,7843
1946,122,8396
1947,172,3716
1948,104,6044
1949,176,281
1950,101,1397
1951,173,7757
1952,97,5113
1953,13,2244
1954,79,6751
1955,88,373
1956,44,1641
1957,99,2028
1958,62,4531
1959,168,8947
1960,13,6885
1961,18,66
1962,114,4331
1963,172,276
1964,150,6684
1965,146,3898
1966,58,5641
1967,77,2043
1968,2,6645
1969,172,4077
1970,10,6468
1971,171,3444
1972,97,7325
1973,110,6736
1974,39,6377
1975,69,8011
1976,131,1007
1977,31,2306
1978,146,1070
1979,132,4516
1980,131,281
1981,157,2371
1982,31,8463
1983,66,4131
1984,3,321
1985,56,1778
1986,174,6586
1987,67,751
1988,101,3729
1989,68,719
1990,35,7230
1991,106,600
1992,178,3426
1993,77,724
1994,141,6748
1995,175,2
1996,45,1598
1997,48,741
1998,129,7365
1999,109,7075
2000,50,576
2001,122,1390
2002,124,2723
2003,176,7423
2004,123,7293
2005,60,4843
2006,172,2078
2007,166,6466
2008,64,3941
2009,70,9049
2010,79,8994
2011,39,1465
2012,160,5274
2013,1,189
2014,46,1354
2015,34,8832
2016,41,5126
2017,76,1394
2018,142,8047
2019,156,696
2020,129,724
2021,118,5595
2022,42,6189
2023,150,5270
2024,177,687
2025,57,6721
2026,189,8616
2027,33,4143
2028,5,4238
2029,141,8449
2030,23,4388
2031,189,4836
2032,125,2599
2033,111,3505
2034,117,6388
2035,51,3754
2036,85,382
2037,78,8405
2038,4,1786
2039,49,5433
2040,94,4747
2041,59,3184
2042,116,2317
2043,154,2028
2044,71,1498
2045,97,643
2046,187,8138
2047,121,175
2048,2,5482
2049,147,4005
2050,142,4648
2051,4,6419
2052,21,1162
2053,35,4789
2054,3,6673
2055,188,8288
2056,100,1258
2057,84,8515
2058,6,3894
2059,10,1909
2060,54,8524
2061,17,6329
2062,55,2876
2063,123,7148
2064,123,3455
2065,30,4981
2066,59,4890
2067,149,6676
2068,27,1679
2069,179,8314
2070,8,4182
2071,177,9384
2072,190,7475
2073,111,9319
2074,5,9331
2075,29,3655
2076,15,377
2077,135,501
2078,170,3738
2079,108,8524
2080,111,1931
2081,42,5878
2082,165,9387
2083,54,9205
2084,39,8660
2085,80,8872
2086,151,665
2087,7,6401
2088,116,1230
2089,1,1085
2090,21,1199
2091,150,7264
2092,108,4585
2093,88,2660
2094,123,2248
2095,145,6300
2096,21,373
2097,57,3321
2098,99,2806
2099,24,175
2100,45,6224
2101,96,7664
2102,114,3120
2103,163,5032
2104,176,783
2105,33,4513
2106,75,6527
2107,136,8412
2108,24,8786
2109,123,9381
2110,186,3832
2111,149,8905
2112,178,376
2113,34,7837
2114,141,6637
2115,115,1383
2116,104,2609
2117,105,5490
2118,173,1194
2119,41,9304
2120,168,8754
2121,163,8958
2122,14,556
2123,125,8313
2124,103,8392
2125,137,8316
2126,107,3855
2127,169,3060
2128,180,7560
2129,188,7152
2130,41,8457
2131,14,8592
2132,67,850
2133,111,6242
2134,2,2752
2135,109,4116
2136,56,5784
2137,44,9439
2138,55,5574
2139,96,8734
2140,100,2748
2141,73,3642
2142,30,8266
2143,146,4307
2144,142,4288
2145,35,9453
2146,12,8545
2147,10,5968
2148,130,5354
2149,108,6873
2150,134,751
2151,31,1428
2152,148,8581
2153,138,4452
2154,155,5707
2155,165,6818
2156,137,7246
2157,102,5527
2158,177,5960
2159,180,1360
2160,1,703
2161,63,3874
2162,20,92
2163,123,1645
2164,156,6277
2165,68,7357
2166,123,105
2167,50,4718
2168,53,1735
2169,36,4995
2170,25,4010
2171,166,5653
2172,158,1427
2173,145,5257
2174,42,2536
2175,157,7432
2176,161,7202
2177,57,7257
2178,6,2979
2179,182,6750
2180,172,4968
2181,104,5959
2182,162,5247
2183,136,3586
2184,176,4277
2185,52,7190
2186,45,5425
2187,30,8034
2188,150,2141
2189,41,6507
2190,13,9081
2191,178,5724
2192,110,3026
2193,12,285
2194,26,9402
2195,48,9348
2196,176,394
2197,150,929
2198,20,8190
2199,38,1894
2200,135,7645
2201,18,1847
2202,10,523
2203,154,4075
2204,127,5527
2205,90,1698
2206,7,8599
2207,38,4698
2208,174,6009
2209,4,9321
2210,138,1593
2211,126,9007
2212,39,444
2213,43,882
2214,70,8108
2215,130,7066
2216,90,1754
2217,45,3635
2218,6,6645
2219,91,1064
2220,109,6966
2221,40,7566
2222,35,2010
2223,124,1645
2224,140,6944
2225,112,1760
2226,16,1384
2227,62,7569
2228,87,8695
2229,46,3221
2230,167,5822
2231,138,3352
2232,60,2566
2233,123,1294
2234,138,526
2235,87,409
2236,130,4134
2237,167,1114
2238,22,2821
2239,175,8142
2240,20,7590
2241,117,1673
2242,82,7947
2243,100,2999
2244,172,7309
2245,76,7059
2246,154,8857
2247,45,4252
2248,188,8405
2249,28,7282
2250,147,1157
2251,46,7394
2252,178,8305
2253,5,8849
2254,19,3096
2255,19,8371
2256,167,2465
2257,138,4377
2258,26,6939
2259,64,7988
2260,34,6524
2261,125,6166
2262,121,4353
2263,3,9189
2264,174,6663
2265,174,4357
2266,179,7142
2267,154,9434
2268,21,1211
2269,67,2675
2270,121,5599
2271,102,8373
2272,3,5904
2273,180,7028
2274,7,6588
2275,25,2078
2276,169,686
2277,137,2384
2278,148,3711
2279,165,8822
2280,120,5106
2281,22,5576
2282,10,2034
2283,16,5920
2284,24,1288
2285,167,6470
2286,37,8433
2287,120,126
2288,84,4895
2289,117,9122
2290,100,4295
2291,112,7260
2292,87,3617
2293,67,4229
2294,51,5514
2295,103,5686
2296,123,3060
2297,135,7838
2298,103,1104
2299,28,6104
2300,113,101
2301,120,8103
2302,50,7276
2303,125,2689
2304,45,3341
2305,97,7047
2306,107,6038
2307,170,3811
2308,74,516
2309,92,7655
2310,18,2293
2311,90,8049
2312,116,3980
2313,52,2781
2314,46,7779
2315,26,6342
2316,54,6335
2317,40,3760
2318,35,1133
2319,148,6963
2320,109,4291
2321,106,7785
2322,27,5252
2323,157,4186
2324,173,999
2325,139,4494
2326,26,8855
2327,169,3710
2328,172,2474
2329,48,2825
2330,56,2388
2331,45,267
2332,27,489
2333,160,4842
2334,12,9061
2335,171,7907
2336,98,6696
2337,4,277
2338,79,6213
2339,15,7092
2340,7,6078
2341,66,26
2342,175,7692
2343,162,7044
2344,119,2611
2345,122,7742
2346,111,2960
2347,4,2073
2348,112,8553
2349,159,9366
2350,102,5151
2351,19,8000
2352,35,9035
2353,115,7140
2354,102,1220
2355,79,4365
2356,112,744
2357,173,2070
2358,10,6543
2359,131,3462
2360,149,9175
2361,74,958
2362,149,2637
2363,42,1188
2364,14,9216
2365,3,7600
2366,14,3726
2367,16,1162
2368,75,8261
2369,85,2308
2370,174,6753
2371,33,1444
2372,58,8822
2373,79,744
2374,72,3002
2375,112,4195
2376,42,8683
2377,121,7034
2378,78,8880
2379,97,6269
2380,159,5421
2381,74,6447
2382,111,2613
2383,179,8862
2384,93,452
2385,34,8316
2386,3,5383
2387,47,390
2388,19,11
2389,176,976
2390,10,5235
2391,50,4254
2392,139,7258
2393,14,6000
2394,17,160
2395,4,9486
2396,60,748
2397,180,3628
2398,164,5671
2399,14,6356
2400,171,315
2401,120,7824
2402,146,4376
2403,57,9344
2404,62,46
2405,99,132
2406,24,3482
2407,49,1733
2408,47,3586
2409,17,524
2410,121,5836
2411,165,8363
2412,23,6433
2413,92,5481
2414,134,9267
2415,125,2745
2416,68,2936
2417,46,4192
2418,8,1877
2419,3,3098
2420,46,5777
2421,6,9266
2422,124,8775
2423,103,7599
2424,113,825
2425,182,1101
2426,156,7858
2427,10,8420
2428,1,2911
2429,64,2548
2430,77,2158
2431,174,168
2432,36,3406
2433,38,7192
2434,67,3178
2435,15,4153
2436,108,7209
2437,35,3675
2438,180,6812
2439,11,8699
2440,75,6343
2441,33,7977
2442,111,6444
2443,37,9345
2444,175,4174
2445,116,5017
2446,105,4953
2447,51,2207
2448,77,6733
2449,170,5253
2450,16,1608
2451,26,9354
2452,97,2196
2453,50,944
2454,54,3947
2455,154,6647
2456,117,8182
2457,97,5907
2458,119,8238
2459,37,2902
2460,6,5020
2461,181,5294
2462,46,3925
2463,172,4354
2464,82,4339
2465,122,4932
2466,135,3605
2467,1,8752
2468,107,2328
2469,25,4602
2470,76,7094
2471,138,1843
2472,7,5595
2473,177,6559
2474,2,4566
2475,137,1031
2476,9,415
2477,21,3053
2478,55,6971
2479,30,6521
2480,12,1993
2481,44,6403
2482,141,5636
2483,57,2431
2484,73,3115
2485,67,3695
2486,105,7693
2487,11,6375
2488,60,633
2489,32,9071
2490,125,8752
2491,76,2379
2492,38,8329
2493,107,3017
2494,184,3459
2495,141,1093
2496,142,1713
2497,163,2000
2498,20,6314
2499,116,9354
2500,98,7802
2501,46,6035
2502,176,5406
2503,26,6160
2504,143,3029
2505,5,2765
2506,139,2228
2507,174,7046
2508,135,596
2509,128,7928
2510,47,7174
2511,103,8691
2512,72,3408
2513,118,5059
2514,96,3821
2515,22,386
2516,178,4655
2517,128,6483
2518,144,4879
2519,23,3299
2520,79,542
2521,69,3264
2522,52,7232
2523,42,3650
2524,129,2937
2525,135,3382
2526,103,4752
2527,127,4064
2528,93,3628
2529,180,6481
2530,78,9476
2531,125,282
2532,102,6884
2533,175,1635
2534,178,2115
2535,16,5355
2536,126,5517
2537,13,4558
2538,39,9283
2539,106,2235
2540,100,5837
2541,138,9100
2542,79,9053
2543,116,1387
2544,58,3008
2545,36,4075
2546,124,1766
2547,177,8265
2548,14,2308
2549,37,7984
2550,13,3406
2551,11,2654
2552,134,2613
2553,182,153
2554,30,3350
2555,128,7225
2556,134,176
2557,184,5165
2558,54,1282
2559,140,3851
2560,11,8851
2561,171,1489
2562,82,6117
2563,166,1665
2564,122,2997
2565,70,7221
2566,19,2549
2567,119,8746
2568,69,4082
2569,46,2130
2570,147,3862
2571,10,7446
2572,71,2475
2573,183,5816
2574,34,1672
2575,117,4093
2576,84,2365
2577,80,3152
2578,58,4824
2579,146,5417
2580,6,6186
2581,61,8141
2582,56,5187
2583,143,2794
2584,23,5723
2585,36,6044
2586,22,6726
2587,177,3811
2588,123,4861
2589,104,4247
2590,95,3188
2591,13,9403
2592,18,2897
2593,90,1846
2594,165,8779
2595,28,8698
2596,86,2189
2597,178,7246
2598,152,6353
2599,117,1946
2600,46,2309
2601,45,5008
2602,77,1848
2603,172,1476
2604,125,9427
2605,55,9004
2606,127,344
2607,108,2643
2608,27,5272
2609,77,8675
2610,123,9250
2611,123,7494
2612,60,3340
2613,25,5509
2614,115,6516
2615,27,1219
2616,57,2497
2617,107,7555
2618,7,7902
2619,107,103
2620,77,1230
2621,34,8244
2622,124,8865
2623,3,6403
2624,119,2799
2625,41,7344
2626,50,5344
2627,8,4881
2628,42,6932
2629,185,7937
2630,92,8160
2631,88,4519
2632,151,1844
2633,157,5626
2634,33,4800
2635,3,8434
2636,27,2688
2637,90,1003
2638,106,3629
2639,14,7905
2640,142,1737
2641,62,2448
2642,14,6396
2643,108,284
2644,174,7181
2645,154,320
2646,9,1852
2647,27,3784
2648,76,709
2649,165,6132
2650,32,5640
2651,47,2963
2652,89,482
2653,90,4728
2654,126,2798
2655,139,2248
2656,45,55
2657,24,3881
2658,140,6974
2659,184,9105
2660,175,2791
2661,33,1895
2662,130,897
2663,14,5055
2664,81,3774
2665,137,4847
2666,178,3268
2667,69,8365
2668,60,1363
2669,156,2986
2670,53,1120
2671,5,9091
2672,46,7294
2673,59,3710
2674,32,6961
2675,139,7852
2676,172,5086
2677,175,6162
2678,94,9423
2679,168,9079
2680,72,5577
2681,125,4711
2682,151,7501
2683,143,9356
2684,27,2936
2685,168,1213
2686,186,1343
2687,86,5386
2688,153,8575
2689,4,8654
2690,28,9472
2691,171,372
2692,14,5172
2693,106,5130
2694,6,3198
2695,30,1308
2696,142,2203
2697,9,8702
2698,27,4644
2699,132,6562
2700,141,6212
2701,111,9312
2702,9,5471
2703,89,4036
2704,71,7985
2705,33,4755
2706,44,3932
2707,168,6912
2708,84,8540
2709,122,573
2710,102,4909
2711,27,3096
2712,5,2339
2713,31,4247
2714,71,5194
2715,128,6589
2716,163,8342
2717,30,5385
2718,34,4357
2719,167,1964
2720,58,3413
2721,154,3368
2722,150,3835
2723,5,1545
2724,108,8400
2725,115,5713
2726,19,3812
2727,131,120
2728,142,1634
2729,169,1234
2730,38,4540
2731,140,6387
2732,24,4892
2733,56,6869
2734,9,3153
2735,116,824
2736,45,2482
2737,119,2221
2738,171,164
2739,10,8109
2740,171,426
2741,16,2813
2742,171,8345
2743,46,409
2744,34,1818
2745,24,104
2746,39,4941
2747,113,2361
2748,75,2326
2749,140,6158
2750,110,1547
2751,133,9130
2752,110,1835
2753,32,8799
2754,165,4679
2755,127,2080
2756,5,5112
2757,137,1452
2758,188,2141
2759,174,6440
2760,78,8354
2761,11,1922
2762,47,160
2763,36,5887
2764,9,298
2765,120,3921
2766,156,9309
2767,2,6300
2768,61,8716
2769,113,8877
2770,25,6968
2771,5,3591
2772,69,1352
2773,187,6052
2774,84,298
2775,59,3919
2776,117,4643
2777,10,960
2778,3,8833
2779,70,7320
2780,36,8698
2781,96,7661
2782,125,2618
2783,19,1552
2784,160,6860
2785,105,4700
2786,16,2833
2787,10,2094
2788,2,2880
2789,122,5749
2790,170,6132
2791,73,4237
2792,47,7206
2793,28,5455
2794,58,8058
2795,24,6715
2796,29,7518
2797,153,6854
2798,115,2131
2799,128,8367
2800,45,3403
2801,151,8202
2802,39,5132
2803,115,1810
2804,79,2681
2805,117,4638
2806,186,3205
2807,7,3826
2808,155,2929
2809,121,6639
2810,27,2978
2811,75,3056
2812,91,8649
2813,153,867
2814,55,7320
2815,9,3439
2816,139,7646
2817,115,5813
2818,175,7646
2819,28,3376
2820,27,7743
2821,137,57
2822,69,1835
2823,148,7701
2824,117,7883
2825,62,7331
2826,159,8996
2827,147,242
2828,56,3495
2829,33,624
2830,80,7736
2831,23,1940
2832,22,900
2833,114,73
2834,151,2565
2835,187,3640
2836,148,3611
2837,122,254
2838,23,7804
2839,88,4016
2840,17,5339
2841,125,2548
2842,101,4044
2843,44,1252
2844,39,6097
2845,76,6167
2846,131,3721
2847,126,4591
2848,24,1668
2849,130,5926
2850,69,1003
2851,147,3043
2852,152,7521
2853,50,4253
2854,131,9094
2855,76,169
2856,20,5543
2857,41,2055
2858,179,6660
2859,116,2890
2860,6,417
2861,60,1374
2862,6,3144
2863,156,7592
2864,26,453
2865,141,6594
2866,47,2413
2867,112,6979
2868,13,2583
2869,165,9456
2870,121,3397
2871,121,1568
2872,17,6920
2873,55,6555
2874,1,4772
2875,49,4582
2876,131,9228
2877,159,8847
2878,74,2561
2879,182,2085
2880,46,6351
2881,121,2056
2882,52,2724
2883,178,4339
2884,155,7125
2885,121,2780
2886,173,762
2887,85,534
2888,174,2841
2889,3,4009
2890,99,973
2891,12,6633
2892,93,3411
2893,85,6458
2894,6,9246
2895,75,2650
2896,118,2194
2897,116,1233
2898,46,244
2899,26,3329
2900,29,2963
2901,143,3804
2902,81,5219
2903,80,1686
2904,62,74
2905,79,2252
2906,22,3773
2907,56,1645
2908,154,7949
2909,181,6134
2910,155,3871
2911,160,2955
2912,128,6263
2913,53,7046
2914,11,5576
2915,74,8516
2916,56,5254
2917,115,295
2918,173,5938
2919,106,6420
2920,2,8738
2921,115,4914
2922,76,209
2923,21,9335
2924,190,6841
2925,127,5
2926,111,3182
2927,9,3795
2928,174,4025
2929,49,7597
2930,15,349
2931,100,4604
2932,144,2127
2933,105,242
2934,80,1477
2935,30,3248
2936,78,1527
2937,33,5718
2938,61,2928
2939,152,7809
2940,58,4790
2941,24,5371
2942,24,9251
2943,49,9181
2944,24,2757
2945,60,9382
2946,50,4808
2947,121,4602
2948,75,199
2949,101,4390
2950,103,263
2951,121,4993
2952,137,8562
2953,114,8884
2954,131,6353
2955,22,4865
2956,188,550
2957,46,182
2958,165,335
2959,14,599
2960,174,3462
2961,54,6629
2962,47,6892
2963,179,8387
2964,59,765
2965,92,2772
2966,144,395
2967,91,2262
2968,165,1274
2969,127,3375
2970,171,7776
2971,26,8791
2972,97,3824
2973,165,5046
2974,45,3380
2975,63,3890
2976,190,316
2977,128,439
2978,132,33
2979,70,8399
2980,24,8828
2981,119,4442
2982,156,849
2983,173,8373
2984,10,7799
2985,129,3336
2986,24,2611
2987,161,4850
2988,8,2414
2989,173,7651
2990,7,1841
2991,119,2170
2992,71,1967
2993,124,4335
2994,115,4147
2995,138,1331
2996,40,2660
2997,172,2560
2998,163,9337
2999,120,13
3000,82,5767
3001,148,8730
3002,117,8357
3003,178,8166
3004,119,2495
3005,120,8667
3006,175,9289
3007,53,6340
3008,7,6832
3009,177,2899
3010,189,2529
3011,144,9110
3012,50,7108
3013,45,8574
3014,158,3107
3015,113,481
3016,135,2406
3017,62,4658
3018,61,5266
3019,187,7124
3020,40,187
3021,97,508
3022,183,9154
3023,171,6063
3024,24,5972
3025,35,7056
3026,82,5073
3027,50,3696
3028,114,209
3029,46,8132
3030,45,2403
3031,190,1163
3032,129,3111
3033,86,7350
3034,137,6816
3035,8,6776
3036,14,1472
3037,176,1286
3038,10,9148
3039,18,5259
3040,118,4078
3041,1,4671
3042,83,8841
3043,161,2920
3044,119,2627
3045,165,4567
3046,3,6419
3047,117,7166
3048,123,3279
3049,86,339
3050,138,8284
3051,28,8862
3052,42,6203
3053,102,771
3054,28,6608
3055,47,297
3056,8,7822
3057,11,3223
3058,26,9377
3059,144,6688
3060,177,46
3061,25,4935
3062,129,3541
3063,116,681
3064,105,2118
3065,125,132
3066,171,1938
3067,41,2217
3068,134,9314
3069,173,6430
3070,11,7594
3071,76,719
3072,93,4675
3073,2,8979
3074,58,4637
3075,189,6079
3076,100,6225
3077,40,8877
3078,42,6654
3079,110,446
3080,132,1478
3081,112,9373
3082,20,4019
3083,15,4329
3084,101,892
3085,25,9431
3086,93,6630
3087,162,3192
3088,135,8962
3089,48,7836
3090,29,2687
3091,56,7849
3092,86,655
3093,120,6162
3094,71,2613
3095,39,2988
3096,23,3095
3097,58,8105
3098,179,7918
3099,96,6374
3100,188,1138
3101,117,4029
3102,38,8074
3103,121,6528
3104,129,3397
3105,14,5132
3106,17,7749
3107,74,7117
3108,123,6083
3109,1,4016
3110,111,4299
3111,103,7958
3112,178,9410
3113,190,8292
3114,94,4622
3115,125,3547
3116,80,1662
3117,169,1223
3118,97,4121
3119,135,2677
3120,89,4919
3121,158,8056
3122,61,8616
3123,163,1105
3124,58,9430
3125,175,6413
3126,183,9296
3127,186,2526
3128,11,6836
3129,126,5839
3130,101,8565
3131,143,1637
3132,1,6332
3133,123,4771
3134,109,5327
3135,86,1126
3136,57,8672
3137,67,7700
3138,124,747
3139,157,6738
3140,12,499
3141,171,7099
3142,178,2211
3143,59,6378
3144,16,3353
3145,6,8164
3146,103,8987
3147,3,4112
3148,12,1475
3149,41,8530
3150,36,3726
3151,165,7542
3152,153,4380
3153,155,2116
3154,151,1738
3155,64,7035
3156,183,2716
3157,55,7266
3158,55,6088
3159,40,2404
3160,187,384
3161,39,7763
3162,3,2806
3163,9,7020
3164,129,9048
3165,75,7294
3166,148,8924
3167,148,5780
3168,168,4957
3169,115,6636
3170,135,3365
3171,144,1299
3172,46,457
3173,160,2535
3174,35,2193
3175,113,1941
3176,44,2359
3177,157,7155
3178,12,5181
3179,185,8497
3180,129,7977
3181,55,5291
3182,101,537
3183,188,3648
3184,74,5099
3185,83,5056
3186,29,3717
3187,130,5314
3188,16,7379
3189,72,4958
3190,80,7751
3191,68,7001
3192,184,7861
3193,112,5998
3194,43,3827
3195,54,2240
3196,92,2682
3197,106,9012
3198,113,7645
3199,80,2895
3200,109,1349
3201,33,1043
3202,46,8416
3203,83,3735
3204,13,9216
3205,38,8783
3206,54,2484
3207,177,3067
3208,33,6808
3209,116,4553
3210,39,4402
3211,135,9073
3212,2,7772
3213,80,1971
3214,67,1027
3215,125,2296
3216,140,6220
3217,111,5487
3218,135,4305
3219,164,41
3220,58,4728
3221,53,8781
3222,63,4141
3223,22,7901
3224,81,8618
3225,55,2196
3226,85,7223
3227,14,8226
3228,141,1406
3229,21,3750
3230,27,7961
3231,189,6642
3232,101,867
3233,42,9474
3234,22,4314
3235,48,889
3236,94,5349
3237,84,448
3238,21,5239
3239,124,3372
3240,74,517
3241,45,6103
3242,179,1238
3243,71,1656
3244,153,1913
3245,100,4642
3246,117,4882
3247,80,7036
3248,176,4056
3249,66,9386
3250,111,1510
3251,118,5448
3252,50,4036
3253,125,1725
3254,176,2610
3255,119,5207
3256,123,9447
3257,120,2470
3258,135,3220
3259,88,8988
3260,7,1660
3261,174,8952
3262,148,1664
3263,17,4012
3264,16,2721
3265,146,313
3266,55,2160
3267,89,6503
3268,173,6367
3269,55,7537
3270,75,1800
3271,91,7540
3272,7,9023
3273,10,6384
3274,2,6576
3275,171,1333
3276,61,6870
3277,31,747
3278,10,7114
3279,160,1700
3280,172,409
3281,45,2467
3282,113,1186
3283,58,8224
3284,12,5231
3285,172,7958
3286,113,1309
3287,24,1901
3288,82,2218
3289,53,9104
3290,166,4901
3291,26,3492
3292,88,3073
3293,16,4943
3294,31,2775
3295,20,1351
3296,123,6366
3297,96,5295
3298,3,5953
3299,137,4521
3300,90,9343
3301,176,7090
3302,59,5965
3303,52,1416
3304,111,6013
3305,138,702
3306,30,84
3307,123,4271
3308,1,6748
3309,34,2222
3310,55,1995
3311,38,2868
3312,143,2549
3313,175,524
3314,163,7412
3315,28,4035
3316,131,2699
3317,125,1928
3318,186,8589
3319,2,389
3320,97,4937
3321,31,4718
3322,44,597
3323,182,370
3324,4,7613
3325,190,7285
3326,6,5439
3327,109,342
3328,7,7044
3329,156,8901
3330,118,6888
3331,112,709
3332,20,6853
3333,11,5861
3334,115,6518
3335,50,150
3336,40,2853
3337,75,7445
3338,97,6527
3339,133,472
3340,3,4548
3341,57,2366
3342,48,1353
3343,13,332
3344,188,1486
3345,181,2147
3346,46,5885
3347,116,7780
3348,105,3530
3349,90,5871
3350,171,1741
3351,182,8019
3352,9,3012
3353,50,6170
3354,110,5065
3355,39,8
3356,56,3840
3357,160,4668
3358,69,211
3359,28,7396
3360,14,2897
3361,122,2049
3362,101,8970
3363,179,2554
3364,146,7239
3365,124,5494
3366,35,5829
3367,117,8399
3368,18,4687
3369,69,5516
3370,39,1199
3371,153,6226
3372,170,4225
3373,144,5612
3374,149,676
3375,118,2682
3376,132,6043
3377,99,3615
3378,120,6730
3379,123,2699
3380,5,6665
3381,173,9298
3382,29,889
3383,140,3792
3384,58,4413
3385,126,72
3386,137,103
3387,41,1905
3388,4,3772
3389,169,2360
3390,13,5189
3391,129,6479
3392,153,3285
3393,36,803
3394,42,4148
3395,60,7396
3396,149,8852
3397,20,6246
3398,88,2181
3399,10,3077
3400,174,6131
3401,88,1798
3402,9,3552
3403,13,4183
3404,63,5711
3405,59,3129
3406,142,7506
3407,189,197
3408,117,7330
3409,26,610
3410,158,9155
3411,18,5994
3412,153,1849
3413,150,3264
3414,94,5454
3415,160,5698
3416,108,5976
3417,149,4626
3418,136,5492
3419,80,7009
3420,4,106
3421,52,6296
3422,105,2697
3423,122,3909
3424,8,2050
3425,170,2735
3426,28,8213
3427,146,6389
3428,19,1200
3429,39,4837
3430,14,7921
3431,122,9497
3432,185,5733
3433,188,6188
3434,1,6008
3435,118,3216
3436,172,4234
3437,89,3986
3438,172,1354
3439,115,6866
3440,108,4287
3441,57,5221
3442,139,3063
3443,21,6299
3444,117,3934
3445,42,6936
3446,164,4324
3447,82,646
3448,10,4984
3449,6,4585
3450,116,935
3451,60,3290
3452,171,8624
3453,27,5075
3454,98,1057
3455,12,809
3456,20,6841
3457,2,2300
3458,175,7519
3459,108,1207
3460,62,7089
3461,84,1551
3462,182,7773
3463,33,7960
3464,154,7844
3465,60,3870
3466,105,1439
3467,47,3016
3468,147,9337
3469,118,2770
3470,174,5210
3471,186,7869
3472,144,4856
3473,105,5196
3474,83,7223
3475,55,2279
3476,167,7232
3477,14,715
3478,53,7328
3479,72,273
3480,41,217
3481,16,4510
3482,107,2969
3483,35,257
3484,54,2230
3485,40,9408
3486,82,5352
3487,118,6685
3488,166,3413
3489,66,5412
3490,167,6863
3491,150,4861
3492,111,2622
3493,90,5132
3494,136,5979
3495,183,3993
3496,78,3996
3497,14,390
3498,11,8717
3499,16,3229
3500,16,7321
3501,176,4418
3502,4,9212
3503,106,5806
3504,87,380
3505,97,1061
3506,65,8053
3507,28,2331
3508,118,3026
3509,115,5636
3510,150,9077
3511,80,672
3512,24,4988
3513,129,6847
3514,128,3274
3515,22,7793
3516,51,4217
3517,148,8375
3518,179,6946
3519,62,3849
3520,13,5499
3521,161,2049
3522,29,3528
3523,147,5056
3524,36,2380
3525,44,2879
3526,143,6080
3527,18,5427
3528,25,3328
3529,108,1386
3530,145,1945
3531,172,7663
3532,95,7405
3533,37,878
3534,38,1605
3535,101,3569
3536,6,2244
3537,133,5674
3538,13,4492
3539,45,2146
3540,70,8100
3541,105,2787
3542,113,3896
3543,58,6687
3544,170,2396
3545,20,9003
3546,95,3993
3547,84,2440
3548,50,3868
3549,23,8569
3550,70,9263
3551,141,6233
3552,92,7965
3553,107,1324
3554,8,1871
3555,168,5254
3556,106,1805
3557,87,4253
3558,118,5545
3559,139,3872
3560,155,6804
3561,29,6582
3562,110,8101
3563,142,763
3564,92,6239
3565,52,6952
3566,28,7489
3567,32,3041
3568,170,6906
3569,118,6179
3570,4,6184
3571,69,3733
3572,107,2376
3573,15,5404
3574,15,2379
3575,44,2571
3576,25,1872
3577,104,7344
3578,142,7354
3579,34,2036
3580,100,5832
3581,27,7089
3582,100,3986
3583,52,6006
3584,33,4999
3585,148,1453
3586,171,6422
3587,8,1260
3588,46,6374
3589,63,7704
3590,13,923
3591,87,8453
3592,72,8982
3593,56,2384
3594,26,3019
3595,144,2941
3596,35,6475
3597,163,5216
3598,182,143
3599,179,7023
3600,178,2222
3601,181,1764
3602,104,1523
3603,61,3148
3604,34,3709
3605,84,2813
3606,75,8606
3607,48,7109
3608,31,4755
3609,76,505
3610,105,5041
3611,35,6977
3612,5,1689
3613,190,1065
3614,40,5322
3615,51,1247
3616,118,4378
3617,69,6263
3618,181,2751
3619,26,4097
3620,54,3777
3621,82,6203
3622,124,3303
3623,77,7744
3624,183,611
3625,49,4082
3626,44,5403
3627,6,2673
3628,183,7858
3629,125,5354
3630,118,735
3631,150,75
3632,132,4502
3633,128,8830
3634,34,365
3635,186,1345
3636,130,5517
3637,6,1255
3638,33,8052
3639,48,4655
3640,126,306
3641,124,7938
3642,76,9192
3643,168,2750
3644,41,913
3645,144,2826
3646,23,4086
3647,159,6314
3648,17,1302
3649,95,3415
3650,107,8024
3651,12,6346
3652,124,4158
3653,119,4008
3654,57,6075
3655,132,2033
3656,136,7013
3657,137,5131
3658,186,8125
3659,92,3923
3660,108,7310
3661,69,6379
3662,76,370
3663,186,5747
3664,57,974
3665,175,549
3666,39,4760
3667,126,4031
